time,SAP_flux,SAP_flux_err,PDCSAP_flux,PDCSAP_flux_err,sector
1764.6867526146525,432.91900634765625,6.452415943145752,303.1609191894531,9.38353157043457,17
1764.6881415362334,437.2479553222656,6.452599048614502,309.0333557128906,9.383798599243164,17
1764.6895304575812,431.07354736328125,6.442012310028076,300.4277038574219,9.368401527404785,17
1764.6909193789297,431.3381652832031,6.494001865386963,300.9635009765625,9.444008827209473,17
1764.6923083005113,430.7414245605469,6.441672325134277,300.1607360839844,9.367908477783203,17
1764.693697221859,434.0513000488281,6.452930450439453,304.8292236328125,9.38428020477295,17
1764.695086143207,432.3664245605469,6.461706638336182,302.35076904296875,9.397043228149414,17
1764.696475064555,434.8043518066406,6.4641265869140625,305.71795654296875,9.400562286376953,17
1764.6978639859028,435.56939697265625,6.44997501373291,306.94927978515625,9.379981994628906,17
1764.6992529072509,433.8972473144531,6.453106880187988,304.57000732421875,9.384536743164062,17
1764.7006418285987,433.0286865234375,6.4583234786987305,304.0852355957031,9.392123222351074,17
1764.7020307499472,432.5576171875,6.451529026031494,303.13427734375,9.382242202758789,17
1764.7034196712957,434.1921081542969,6.4612603187561035,305.751708984375,9.396394729614258,17
1764.7048085926438,435.0374755859375,6.459738254547119,306.20428466796875,9.394180297851562,17
1764.7061975139916,432.75640869140625,6.461819171905518,303.0933837890625,9.397207260131836,17
1764.7075864353396,435.7066345214844,6.445709228515625,307.4799499511719,9.373778343200684,17
1764.7089753564546,435.51544189453125,6.44412899017334,306.3758850097656,9.371479988098145,17
1764.7103642778025,440.8483581542969,6.48652458190918,315.8103942871094,9.433135032653809,17
1764.7117531991503,435.20843505859375,6.459208965301514,306.5074462890625,9.393411636352539,17
1764.7131421202653,436.2268371582031,6.451772212982178,307.9927673339844,9.382596015930176,17
1764.714531041614,427.4718933105469,6.447673797607422,295.4751892089844,9.376635551452637,17
1764.7159199627297,427.0207824707031,6.461509704589844,296.2004699707031,9.396756172180176,17
1764.7173088840782,438.4971923828125,6.467720985412598,311.2940673828125,9.405789375305176,17
1764.718697805194,428.1656188964844,6.448365688323975,297.0351257324219,9.377641677856445,17
1764.720086726309,435.8441162109375,6.4584269523620605,307.3952331542969,9.39227294921875,17
1764.721475647657,432.2360534667969,6.452473163604736,302.05584716796875,9.383615493774414,17
1764.7228645687721,437.7605285644531,6.459080696105957,310.2050476074219,9.393224716186523,17
1764.7242534898871,431.9219970703125,6.468749046325684,301.63446044921875,9.4072847366333,17
1764.7256424110028,434.10784912109375,6.454123497009277,304.6836242675781,9.386014938354492,17
1764.7270313321187,437.7701110839844,6.454756259918213,310.08013916015625,9.386935234069824,17
1764.7284202532337,433.28778076171875,6.463883876800537,303.42083740234375,9.400209426879883,17
1764.7298091743487,432.3200378417969,6.445558547973633,301.9576416015625,9.373559951782227,17
1764.731198095464,437.182861328125,6.47763729095459,309.1104736328125,9.420210838317871,17
1764.732587016579,439.3713684082031,6.446769714355469,312.2068176269531,9.375320434570312,17
1764.7339759376941,433.3607177734375,6.482303619384766,304.1120910644531,9.426996231079102,17
1764.7353648588091,429.27838134765625,6.467265605926514,297.4715881347656,9.40512752532959,17
1764.7367537799248,429.6175537109375,6.450860023498535,297.9698791503906,9.381269454956055,17
1764.7381427010405,429.3658142089844,6.445516109466553,298.2511901855469,9.37349796295166,17
1764.7395316219229,435.13330078125,6.444808483123779,307.61163330078125,9.372467994689941,17
1764.7409205430379,432.1318359375,6.463719367980957,302.1952819824219,9.399970054626465,17
1764.7423094641529,430.5650634765625,6.45412015914917,300.1473388671875,9.38601016998291,17
1764.7436983850353,433.5500183105469,6.442234516143799,304.22003173828125,9.368724822998047,17
1764.7450873061503,435.8781433105469,6.47443151473999,307.1069030761719,9.415548324584961,17
1764.7464762270324,432.1521301269531,6.451045989990234,302.4000244140625,9.381539344787598,17
1764.7478651481483,428.07965087890625,6.48553466796875,296.6841735839844,9.431694984436035,17
1764.7492540690312,445.1781005859375,6.457540512084961,321.1553039550781,9.390984535217285,17
1764.7506429901462,437.3271789550781,6.460451126098633,308.9687194824219,9.395216941833496,17
1764.7520319110286,428.0278015136719,6.4745025634765625,295.9642028808594,9.415651321411133,17
1764.7534208319107,436.1980895996094,6.4941606521606445,308.7525939941406,9.444239616394043,17
1764.7548097530257,440.35968017578125,6.457235813140869,314.2012023925781,9.390541076660156,17
1764.7561986739079,431.501708984375,6.451750755310059,301.8471984863281,9.382564544677734,17
